_id,movie,user,rating,review_text,is_deleted,created_at,__v,likes[0],likes[1],likes[2],likes[3],comments[0],comments[1],comments[2],comments[3],comments[4],comments[5],comments[6],comments[7],comments[8],comments[9],comments[10],comments[11]
67977a47dee8c7cd3de202d3,67927323dee8c7cd3ddb944b,67977895dee8c7cd3de1d9bb,5,Nice movie,false,2025-01-27T12:21:27.187Z,36,67977895dee8c7cd3de1d9bb,,,,6819fab1a4a6913903f54343,,,,,,,,,,,
67983fe1dee8c7cd3de293e5,6784ebfa8aa424880ac501d7,67978394dee8c7cd3de2331b,5,"The Shawshank Redemption is not just a movie; it’s an experience that lingers in your heart long after the credits roll. It is a story of hope, friendship, and the unyielding resilience of the human spirit. From the very first scene, you are drawn into the somber yet strangely captivating world of Shawshank Prison, where despair looms large, but glimmers of humanity and hope shine through. Tim Robbins as Andy Dufresne is remarkable, embodying quiet strength and determination, while Morgan Freeman’s portrayal of Red is nothing short of legendary, delivering a performance full of wisdom, warmth, and authenticity.\n\nEvery frame of this masterpiece is carefully crafted, and every line of dialogue carries depth and meaning. The bond between Andy and Red is the soul of the film, reminding us of the power of connection even in the darkest places. The iconic scene of Andy standing in the rain, arms outstretched in triumph, is one of the most liberating and hopeful moments ever captured on film. It’s a testament to the idea that hope is not just an emotion—it’s a force strong enough to break even the toughest chains.\n\nThe Shawshank Redemption is more than a story about prison; it’s about the resilience of the human spirit and the transformative power of hope and kindness. It’s a film that teaches us that no matter how bleak life may seem, there’s always a way to rise above and reclaim your freedom—whether it’s physical, emotional, or spiritual. A 5 out of 5 in every possible way, it’s a timeless classic that touches your soul and inspires you to see the world differently.",false,2025-01-28T02:24:33.925Z,0,,,,,,,,,,,,,,,,
67984043dee8c7cd3de29405,67925f1cdee8c7cd3ddb4e2a,67978394dee8c7cd3de2331b,5,"Hera Pheri is nothing short of a timeless gem in Indian cinema. With its perfect blend of comedy, chaos, and unforgettable characters, it has earned a special place in the hearts of millions. The chemistry between Raju, Shyam, and Baburao is pure magic, with Akshay Kumar, Suniel Shetty, and Paresh Rawal delivering performances that are iconic to this day. Baburao’s quirky dialogues and mannerisms, coupled with the hilarious situations the trio finds themselves in, make every scene a laugh riot.\n\nWhat makes Hera Pheri truly special is its simplicity and relatability. It’s a story of ordinary people with extraordinary dreams, trying to make their way in a world filled with mischief and madness. Despite the comedy, the film also has heart, showcasing friendship, struggle, and the little triumphs of life. The laugh-out-loud moments are balanced beautifully with an undercurrent of emotion that tugs at your heart.\n\nEven after so many years, Hera Pheri remains a cult classic, rewatched and quoted endlessly by fans of all ages. It’s a film that brings joy, nostalgia, and pure entertainment every single time. A well-deserved 5 out of 5 for this unforgettable masterpiece that continues to make us laugh like it’s the first time!",false,2025-01-28T02:26:11.636Z,1,67978394dee8c7cd3de2331b,,,,,,,,,,,,,,,
679899c8dee8c7cd3de3cb98,67927181dee8c7cd3ddb9012,67977895dee8c7cd3de1d9bb,5,Awesome Movie,false,2025-01-28T08:48:08.096Z,1,67978394dee8c7cd3de2331b,,,,,,,,,,,,,,,
679899efdee8c7cd3de3cbb6,67926e67dee8c7cd3ddb7ca8,67977895dee8c7cd3de1d9bb,5,Nice Movie Phir Hera Pheri,false,2025-01-28T08:48:47.333Z,0,,,,,,,,,,,,,,,,
67989a36dee8c7cd3de3cbc9,679262bbdee8c7cd3ddb6132,67977895dee8c7cd3de1d9bb,5,Hungama is nice movie. I am want to see again and again,false,2025-01-28T08:49:58.443Z,3,67978394dee8c7cd3de2331b,,,,67b8453fe31cabd7a2e4e85b,67b9c038e31cabd7a2ee61e3,,,,,,,,,,
67989a4ddee8c7cd3de3cbdb,679262bbdee8c7cd3ddb6132,67977895dee8c7cd3de1d9bb,5,Hungama is awesome movie,false,2025-01-28T08:50:21.566Z,1,67978394dee8c7cd3de2331b,,,,,,,,,,,,,,,
67989cd9dee8c7cd3de3d6f2,67927323dee8c7cd3ddb944b,67977895dee8c7cd3de1d9bb,5,Ajab Movie,false,2025-01-28T09:01:13.700Z,0,,,,,,,,,,,,,,,,
67989efbdee8c7cd3de3f853,6790e923366ba38eccfa008d,67977895dee8c7cd3de1d9bb,5,what a show on scam….,false,2025-01-28T09:10:19.943Z,0,,,,,,,,,,,,,,,,
67989f66dee8c7cd3de407ae,6790fda5366ba38eccfa973b,67977895dee8c7cd3de1d9bb,5,What a movie on sagai,false,2025-01-28T09:12:06.633Z,0,,,,,,,,,,,,,,,,
6798a02bdee8c7cd3de41118,67925f1cdee8c7cd3ddb4e2a,67977895dee8c7cd3de1d9bb,5,What a Movie,false,2025-01-28T09:15:23.529Z,1,67978394dee8c7cd3de2331b,,,,,,,,,,,,,,,
6798a36adee8c7cd3de43af6,678b387a231a47ce4666b189,67977895dee8c7cd3de1d9bb,5,What a movie omkara ,false,2025-01-28T09:29:14.479Z,1,,,,,682717768d4c6cdbe9670337,,,,,,,,,,,
6798a443dee8c7cd3de448cf,67927323dee8c7cd3ddb944b,67977895dee8c7cd3de1d9bb,5,What a Movie Ajab Ajay,false,2025-01-28T09:32:51.920Z,0,,,,,,,,,,,,,,,,
6798a967dee8c7cd3de466e9,67927323dee8c7cd3ddb944b,67977895dee8c7cd3de1d9bb,5,Ajab 4,false,2025-01-28T09:54:47.888Z,0,,,,,,,,,,,,,,,,
6798ac42dee8c7cd3de46e15,67927323dee8c7cd3ddb944b,67978394dee8c7cd3de2331b,3,this is a decent movie,false,2025-01-28T10:06:58.987Z,0,,,,,,,,,,,,,,,,
67990446dee8c7cd3de5718c,67926e67dee8c7cd3ddb7ca8,6794ea3adee8c7cd3ddde621,5,Uthale re baba 😂,false,2025-01-28T16:22:30.561Z,0,,,,,,,,,,,,,,,,
679a0d5adee8c7cd3de5be12,6798e89fdee8c7cd3de557d0,67977895dee8c7cd3de1d9bb,5,Wow,false,2025-01-29T11:13:30.516Z,0,,,,,,,,,,,,,,,,
679a235cdee8c7cd3de66367,6798e89fdee8c7cd3de557d0,67977895dee8c7cd3de1d9bb,5,What a movie,false,2025-01-29T12:47:24.022Z,0,,,,,,,,,,,,,,,,
679a2447dee8c7cd3de66acb,6798e89fdee8c7cd3de557d0,67977895dee8c7cd3de1d9bb,5,Wow,false,2025-01-29T12:51:19.399Z,0,,,,,,,,,,,,,,,,
679a275ddee8c7cd3de67562,6798e75fdee8c7cd3de54f28,67977895dee8c7cd3de1d9bb,5,Wow,false,2025-01-29T13:04:29.022Z,0,,,,,,,,,,,,,,,,
679a27c4dee8c7cd3de67599,6798e89fdee8c7cd3de557d0,67977895dee8c7cd3de1d9bb,5,Wow,false,2025-01-29T13:06:12.084Z,0,,,,,,,,,,,,,,,,
679a28a0dee8c7cd3de67d0a,6798e89fdee8c7cd3de557d0,67977895dee8c7cd3de1d9bb,5,Kya bat,false,2025-01-29T13:09:52.297Z,1,67978394dee8c7cd3de2331b,,,,,,,,,,,,,,,
679a28afdee8c7cd3de67d2e,6798e75fdee8c7cd3de54f28,67977895dee8c7cd3de1d9bb,4,Wow,false,2025-01-29T13:10:07.716Z,0,,,,,,,,,,,,,,,,
679a28f1dee8c7cd3de6849b,6798e75fdee8c7cd3de54f28,67977895dee8c7cd3de1d9bb,2,A,false,2025-01-29T13:11:13.164Z,0,,,,,,,,,,,,,,,,
679a29a3dee8c7cd3de684e9,6798e75fdee8c7cd3de54f28,67977895dee8c7cd3de1d9bb,5,DD,false,2025-01-29T13:14:11.238Z,0,,,,,,,,,,,,,,,,
679a29d9dee8c7cd3de68c55,6798e45ddee8c7cd3de54682,67977895dee8c7cd3de1d9bb,5,Sss,false,2025-01-29T13:15:05.558Z,1,67cfb9de9d1b7a54e6159668,,,,,,,,,,,,,,,
679a29ebdee8c7cd3de68c7a,6798e45ddee8c7cd3de54682,67977895dee8c7cd3de1d9bb,5,Www,false,2025-01-29T13:15:23.091Z,12,67977895dee8c7cd3de1d9bb,67cfb9de9d1b7a54e6159668,,,,,,,,,,,,,,
679b442edee8c7cd3dea78f9,679a3a22dee8c7cd3de6df71,67977895dee8c7cd3de1d9bb,5,What movie Dabanga,false,2025-01-30T09:19:42.222Z,1,67978394dee8c7cd3de2331b,,,,,,,,,,,,,,,
679b4445dee8c7cd3dea7912,679a38f7dee8c7cd3de6db10,67977895dee8c7cd3de1d9bb,5,What a movie Tere name,false,2025-01-30T09:20:05.792Z,0,,,,,,,,,,,,,,,,
67a2f035dee8c7cd3d04cf5f,67a21fcadee8c7cd3d03afba,67977895dee8c7cd3de1d9bb,5,What a movie darling,false,2025-02-05T04:59:33.125Z,47,67977880dee8c7cd3de1d9b9,67e8309355d5c3520549444a,,,67a4b1f2d7de1eceb8658f67,67a4b20fd7de1eceb8658f6b,67a4b2dbd7de1eceb8658f6f,67a4b315d7de1eceb8658f73,67a4b400d7de1eceb8658f77,67a4b40ad7de1eceb8658f7b,67a58c199bce55e0bbefc8e0,67a58c419bce55e0bbefc8e4,67a58c989bce55e0bbefc8f3,,,
67a30c41dee8c7cd3d05469c,67a21fcadee8c7cd3d03afba,67977880dee8c7cd3de1d9b9,5,Wow what a movie,false,2025-02-05T06:59:13.971Z,34,67977880dee8c7cd3de1d9b9,67977895dee8c7cd3de1d9bb,67e8309355d5c3520549444a,,67a4b6dbd7de1eceb8658f7f,,,,,,,,,,,
67a48c2138754c114757dbcb,67a36c1b38754c114755b3e6,67977895dee8c7cd3de1d9bb,5,What a movie,false,2025-02-06T10:17:05.095Z,0,,,,,,,,,,,,,,,,
67a590629bce55e0bbf06b99,67a4e9c19bce55e0bbef70ee,67977895dee8c7cd3de1d9bb,5,Awesome Movie,false,2025-02-07T04:47:30.027Z,24,67977895dee8c7cd3de1d9bb,67978394dee8c7cd3de2331b,,,67a5934e9bce55e0bbf0cd7a,67a595c09bce55e0bbf0f4c2,67a59ac49bce55e0bbf142f2,67a59bd49bce55e0bbf142fc,67a59c959bce55e0bbf14302,67a59cea9bce55e0bbf1569a,67a5a2f49bce55e0bbf1a3a4,67a5a32a9bce55e0bbf1a3aa,67a5a4d69bce55e0bbf1b740,67a5d6c79bce55e0bbf2b64f,67a5dce99bce55e0bbf32258,67ac26ff6a89d0f069e9206b
